audit_case_count_used_for_selection,calibration_case_count,checkpoint_exists,checkpoint_hash_status,checkpoint_mtime_ns,checkpoint_path,checkpoint_sha256,checkpoint_size_bytes,edema_calibration_positive_gt_cases,edema_calibration_positive_gt_dice,edema_calibration_positive_gt_hd95,edema_empty_prediction_count,edema_remote_fp_volume_mm3,epoch,mean_pathology_calibration_dice,min_pathology_calibration_dice,prefix,runtime_dir,scar_calibration_positive_gt_cases,scar_calibration_positive_gt_dice,scar_calibration_positive_gt_hd95,scar_empty_prediction_count,scar_remote_fp_volume_mm3,screen_rank_within_seed_variant,screen_status,screen_variant,seed,selection_status
0,22,1,HASHED_FOR_SCREENING,1784800775462246000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch25.pt,69768080b4f6db5e1b7abf511ee8d7d72b99a5673d711985b0278913fb14e927,563172488,8,0.25885876080814274,23.777375063027716,0,29.50037530060014,25,0.3095975144629537,0.25885876080814274,screen_student_direct_reliable_seed20260723_epoch025_69768080,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.3603362681177646,29.597291200914086,0,7930.9967949233305,20,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784802522681972000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt,6b4f86060cde873d4145870d22ccc93fdd4b1b1e3c6b18f7a09d9e1111a74957,563172488,8,0.2967967075590151,24.432561654113538,0,34.2842199439407,50,0.37230591459503404,0.2967967075590151,screen_student_direct_reliable_seed20260723_epoch050_6b4f8606,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.44781512163105297,21.74713588369643,0,438.65346676793393,19,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784804262142223000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch75.pt,03fe804fa0e06ad9aeff78c7fa75fd72b77f3cfc5465f71cc8fa5e9f72ad3ca2,563172488,8,0.3383658215022355,21.634056106730245,0,0.0,75,0.39691646769878697,0.3383658215022355,screen_student_direct_reliable_seed20260723_epoch075_03fe804f,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.45546711389533845,23.080323846179866,0,3082.6467831147916,12,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784806003777140000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch100.pt,6ffb6cbbee7e4eb53788beb896a255d0728ae484427621c8613857c7099e8786,563172829,8,0.352432329900648,21.732778780075584,0,33.62901658958034,100,0.3889744212640154,0.352432329900648,screen_student_direct_reliable_seed20260723_epoch100_6ffb6cbb,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.4255165126273828,21.44060822047392,0,1199.2370463918542,5,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784807788010937000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch125.pt,7fc1fcf4d1b1ee41f6238cc1eb3b2a4d3b8d252e92f374e91547035e85913e79,563172829,8,0.3643251773741668,21.7979086823846,0,0.0,125,0.4169500064912681,0.3643251773741668,screen_student_direct_reliable_seed20260723_epoch125_7fc1fcf4,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.4695748356083695,24.180611426097613,0,2893.5287632490335,2,SCREENED,student_direct_reliable,20260723,PROMOTED_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784809576486847000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt,e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5,563172829,8,0.3822409111077999,20.891491092051037,0,0.0,150,0.41944989040385916,0.3822409111077999,screen_student_direct_reliable_seed20260723_epoch150_e29829d4,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.4566588696999185,23.741714515324045,0,1824.8313193083297,1,SCREENED,student_direct_reliable,20260723,PROMOTED_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784811348883149000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch175.pt,13f255b709f83bb0a75d7009f2a7e06bad3afd3fbad1fe5f2e218d014ffeb5d4,563172829,8,0.31840660372723784,22.55425415514837,0,0.0,175,0.4015984474652088,0.31840660372723784,screen_student_direct_reliable_seed20260723_epoch175_13f255b7,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.4847902912031797,22.70884752860441,0,2499.838107409607,17,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784813102869160000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch200.pt,503b089dafa2c21407469ab6c0577cd39eb14c0868855ffd1e0bf6858363248d,563172829,8,0.3426050299478205,23.49806890923129,0,0.0,200,0.41610289575146353,0.3426050299478205,screen_student_direct_reliable_seed20260723_epoch200_503b089d,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.4896007615551065,23.204049515371423,0,1756.5318056152232,9,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784814860539303000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch225.pt,514013f893e466c9e091ab9df20dd3d83bcad982189a8b3ce75254da2d3c8779,563172829,8,0.3381882466464292,20.79647478353844,0,0.0,225,0.4120319294028981,0.3381882466464292,screen_student_direct_reliable_seed20260723_epoch225_514013f8,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.4858756121593671,24.084437380291433,0,1491.4237341713394,13,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784816748585522000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch250.pt,60e819326d2d5b97974ae188c989d01cb1ee3a9204c659e782f2b22efa1bbcd5,563172829,8,0.3036859558587791,22.56994915550193,0,0.0,250,0.39501084903556066,0.3036859558587791,screen_student_direct_reliable_seed20260723_epoch250_60e81932,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.4863357422123422,23.370291919893432,0,2130.608140912785,18,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
