checkpoint_path,checkpoint_sha256,command,device,finished_unix,mirror_tta,phase,prefix,returncode,seed,slurm_job_id,timestamp_unix,variant
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt,e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/student_direct_reliable_seed20260723 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_student_direct_reliable_seed20260723_e29829d4 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784855678,0,phase1_no_tta,phase1_student_direct_reliable_seed20260723_e29829d4,0,20260723,60336934,1784855605,student_direct_reliable
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt,fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260724 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/student_direct_reliable_seed20260724 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_student_direct_reliable_seed20260724_fe9ca2b9 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784855752,0,phase1_no_tta,phase1_student_direct_reliable_seed20260724_fe9ca2b9,0,20260724,60336934,1784855678,student_direct_reliable
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant teacher_full_view --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/teacher_full_view_seed20260723 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_teacher_full_view_seed20260723_e92521fc --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784855824,0,phase1_no_tta,phase1_teacher_full_view_seed20260723_e92521fc,0,20260723,60336934,1784855752,teacher_full_view
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/teacher_full_view/checkpoint_epoch75.pt,74efedf67bb2b1c5832ae8d0f0ebcf40dd2246e01e28177992990e1b9d5692fe,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant teacher_full_view --seed 20260724 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/teacher_full_view/checkpoint_epoch75.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/teacher_full_view_seed20260724 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_teacher_full_view_seed20260724_74efedf6 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784855898,0,phase1_no_tta,phase1_teacher_full_view_seed20260724_74efedf6,0,20260724,60336934,1784855824,teacher_full_view
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_moddrop_control/checkpoint_epoch25.pt,d8d22dc3e2c275c2e40625ac80c825d52e870d29ab5b02332d286c97f73c67f2,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_moddrop_control --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_moddrop_control/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/student_moddrop_control_seed20260723 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_student_moddrop_control_seed20260723_d8d22dc3 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784855983,0,phase1_no_tta,phase1_student_moddrop_control_seed20260723_d8d22dc3,0,20260723,60336934,1784855898,student_moddrop_control
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_moddrop_control/checkpoint_epoch25.pt,591281878cb8317e2698c0065df19c89125060720d1eccf312c8ffbe1f704885,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_moddrop_control --seed 20260724 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_moddrop_control/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/student_moddrop_control_seed20260724 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_student_moddrop_control_seed20260724_59128187 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784856076,0,phase1_no_tta,phase1_student_moddrop_control_seed20260724_59128187,0,20260724,60336934,1784855983,student_moddrop_control
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_reliable_distill/checkpoint_epoch25.pt,366722497a47f292e07a0d1c1a3da57c2502b61042bc89b5cfc56b5a89e6a3a0,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_reliable_distill --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_reliable_distill/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/student_reliable_distill_seed20260723 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_student_reliable_distill_seed20260723_36672249 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784856163,0,phase1_no_tta,phase1_student_reliable_distill_seed20260723_36672249,0,20260723,60336934,1784856076,student_reliable_distill
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_reliable_distill --seed 20260724 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/student_reliable_distill_seed20260724 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix phase1_student_reliable_distill_seed20260724_f68849c8 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities",cuda,1784856251,0,phase1_no_tta,phase1_student_reliable_distill_seed20260724_f68849c8,0,20260724,60336934,1784856163,student_reliable_distill
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_moddrop_control/checkpoint_epoch25.pt,d8d22dc3e2c275c2e40625ac80c825d52e870d29ab5b02332d286c97f73c67f2,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_moddrop_control --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_moddrop_control/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase2_tta/student_moddrop_control_seed20260723 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix tta_student_moddrop_control_seed20260723_d8d22dc3 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities --mirror-axes 0,1,2",cuda,1784856354,1,phase2_tta,tta_student_moddrop_control_seed20260723_d8d22dc3,0,20260723,60336934,1784856251,student_moddrop_control
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_reliable_distill/checkpoint_epoch25.pt,366722497a47f292e07a0d1c1a3da57c2502b61042bc89b5cfc56b5a89e6a3a0,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_reliable_distill --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_reliable_distill/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase2_tta/student_reliable_distill_seed20260723 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix tta_student_reliable_distill_seed20260723_36672249 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities --mirror-axes 0,1,2",cuda,1784856459,1,phase2_tta,tta_student_reliable_distill_seed20260723_36672249,0,20260723,60336934,1784856354,student_reliable_distill
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt,f68849c8ded87dc31c310a5b78ef308eca49e3149419b9f3f564c2b3e1e90900,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_reliable_distill --seed 20260724 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_reliable_distill/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase2_tta/student_reliable_distill_seed20260724 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix tta_student_reliable_distill_seed20260724_f68849c8 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities --mirror-axes 0,1,2",cuda,1784856560,1,phase2_tta,tta_student_reliable_distill_seed20260724_f68849c8,0,20260724,60336934,1784856459,student_reliable_distill
results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/teacher_full_view/checkpoint_epoch75.pt,74efedf67bb2b1c5832ae8d0f0ebcf40dd2246e01e28177992990e1b9d5692fe,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant teacher_full_view --seed 20260724 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/teacher_full_view/checkpoint_epoch75.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/phase2_tta/teacher_full_view_seed20260724 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix tta_teacher_full_view_seed20260724_74efedf6 --cases Case1002,Case1007,Case1009,Case1010,Case1021,Case1023,Case1029,Case1033,Case1040,Case1042,Case1045,Case1047,Case1053,Case1062,Case1070,Case1073,Case1080,Case2002,Case2007,Case2008,Case2017,Case2020,Case2031,Case2033,Case3004,Case3011,Case3012,Case3023,Case3026,Case3034,Case3038,Case3040,Case3044,Case5005,Case6001,Case6010,Case7005,Case8003,Case8011,Case8015,Case8019,Case8021,Case8022,Case8023 --device cuda --save-probabilities --mirror-axes 0,1,2",cuda,1784856651,1,phase2_tta,tta_teacher_full_view_seed20260724_74efedf6,0,20260724,60336934,1784856560,teacher_full_view
