candidate,case_id,components,fusion_space,inverse_export_count,nnunet_probability_source,postprocess_id,prediction_path,prediction_sha256,probability_ensemble_only
direct_two_seed_mean,Case1002,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1002.nii.gz,f0dcd88e4c02295f316cfcd28ec787959a89c44318b55d1149f903ab3b5ed64a,True
direct_two_seed_mean,Case1007,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1007.nii.gz,202673f54cd4fd7e038ac613d06be93e3179a6f2ac64c853c86772a7bc796e53,True
direct_two_seed_mean,Case1009,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1009.nii.gz,a46b233197fa939c8cce72d721fc387acd43ca4b3ae05844b4dac5c44543f095,True
direct_two_seed_mean,Case1010,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1010.nii.gz,5b4f0079be260d822a5b10a14277cb7bf59f54015718ff486ff6e9f3d4b72986,True
direct_two_seed_mean,Case1021,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1021.nii.gz,d7c16c80d6364125c5a670e6a0fb12ff6ee79749a4335de55561d455059a4cd1,True
direct_two_seed_mean,Case1023,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1023.nii.gz,a691cdd5091d1ffe1cdfb4c5209eae1581ca6baeff0a5e30c1d76138351b06ea,True
direct_two_seed_mean,Case1029,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1029.nii.gz,fab9ca5550c662491d511c46a646b47153002809925999c8b6b002ce5b12bfab,True
direct_two_seed_mean,Case1033,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1033.nii.gz,263ee2206dc3745311b91d7862c678eb0d9d5611122a14a4c2babaa27db3c482,True
direct_two_seed_mean,Case1040,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1040.nii.gz,1ea5a9428b6ceaec6e9e794209dcdb3772640bbac9da265427b5eb241c20b234,True
direct_two_seed_mean,Case1042,"[{""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch150.pt"", ""checkpoint_sha256"": ""e29829d4d0cc2c290a946cee666ec74d8b44ae2dbe33d0fbb9d64e9baebf22c5"", ""seed"": ""20260723"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260723_epoch150_e29829d4"", ""variant"": ""student_direct_reliable""}, {""checkpoint_path"": ""results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable__official_aug_restart2/checkpoint_epoch50.pt"", ""checkpoint_sha256"": ""fe9ca2b95daa2afe0bb2aa8db513d6e1023672cc8db7a8a2f858b1356649d68e"", ""seed"": ""20260724"", ""source_prefix"": ""phase1_student_direct_reliable_seed20260724_epoch050_fe9ca2b9"", ""variant"": ""student_direct_reliable""}]",common_preprocessed_logits,1,False,raw_argmax,results/20260724_care_myops_batch10_deadline_rescue/runtime/wave3_ensemble_common_space/direct_two_seed_mean/raw_argmax/Case1042.nii.gz,7fd6ff651d46d03eaa9753da00e0dbe76f06bf36d5e4fd4b3dc5472978eb5a9f,True
