case_id,population,pathology,candidate_type,utility_score,utility_regression,accepted_at_runtime_threshold,accept_target,utility_target,target_reason,source
Case1002,fold0_outer44,scar,ADD_FN,0.05678566030341645,-0.056503280997276306,False,0,-0.03175165250236072,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.054659919026529405,-0.09377481043338776,False,0,-0.009624639076034648,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05121132202245544,-0.09009037911891937,False,0,-0.008429672447013488,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05123702244058755,-0.0636758953332901,False,0,-0.008429672447013488,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.060018916662671236,-0.07353121787309647,False,0,-0.012007684918347743,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.045593713663620285,-0.039072535932064056,False,0,-0.06070941336971351,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07110260662940308,-0.1601564735174179,False,0,-0.00783132530120482,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.08319678169829836,-0.10337704420089722,False,0,-0.04634373544480671,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05694608464807259,-0.11105778813362122,False,0,-0.039473684210526314,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07836122045136432,-0.14828091859817505,False,0,-0.00854186717998075,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.0446768200910022,-0.028407862409949303,False,0,-0.024136299100804542,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.04426324556285033,-0.023785648867487907,False,0,-0.008868648130393097,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07551355552321874,-0.32316699624061584,False,0,-0.0016891891891891893,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.04464283474999672,-0.026726435869932175,False,0,-0.0061209793566970715,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.04295315969483981,-0.024398088455200195,False,0,-0.004925516578567996,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.042823963239513936,-0.03699633106589317,False,0,-0.0031280076997112606,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.044057061727693254,-0.07013293355703354,False,0,-0.0025276841598459317,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07879448614833878,-0.2462487518787384,False,1,0.0015685328185328184,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.045795074310671376,-0.11038656532764435,False,0,-0.0028804608737397984,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05388795809861436,-0.22668389976024628,False,1,0.009908168197196714,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.043857152750368784,-0.19559615850448608,False,1,0.0007159904534606205,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07991551288184431,-0.1845872700214386,False,0,-0.005062680810028929,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.10416619536444131,-0.13867302238941193,False,0,-0.005188223938223938,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.0780007489235356,-0.18505041301250458,False,0,-0.003977820636451302,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.09307831173541994,-0.12615559995174408,False,0,-0.008765609990393853,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.09442221647410393,-0.16243912279605865,False,0,-0.0070879384911100435,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05149595619510341,-0.0907466858625412,False,0,-0.01507898516036381,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.04607491021417144,-0.09482170641422272,False,0,-0.016953199617956063,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.043691299720483044,-0.0952359214425087,False,0,-0.0163640707118968,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.047007302228959734,-0.08683060854673386,False,0,-0.06033697632058288,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05451994024386844,-0.12075705081224442,False,0,-0.0377906976744186,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.06439009676253099,-0.12632596492767334,False,0,-0.01577437858508604,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.10357915413063822,-0.15623772144317627,False,0,-0.01424808429118774,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.0896376858277913,-0.09665530174970627,False,0,-0.016626794258373205,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.0953363654828613,-0.16403384506702423,False,0,-0.015781922525107604,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.060904137888504656,-0.12188651412725449,False,0,-0.013195777351247601,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.059483551267133464,-0.1121213436126709,False,0,-0.013195777351247601,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.045235306731538964,-0.059859853237867355,False,0,-0.014261744966442953,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.06823623672332352,-0.12583836913108826,False,0,-0.012602016322611619,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.06719129289620182,-0.13237647712230682,False,0,-0.010817307692307692,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07130706682363491,-0.1376928687095642,False,0,-0.010221260221260221,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.04441145428757303,-0.05256013572216034,False,0,-0.016507177033492824,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.04114035039914903,-0.05636017397046089,False,0,-0.014853857211308098,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.041895884642984584,-0.07834746688604355,False,0,-0.012356046065259117,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.045409770581088395,-0.1022205576300621,False,0,-0.0070879384911100435,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07847392248420584,-0.16768969595432281,False,0,-0.013788968824940047,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.08555634995141925,-0.16919292509555817,False,0,-0.013183125599232981,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.09813955318808933,-0.15664049983024597,False,0,-0.014367816091954023,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.0990686647329231,-0.12191606312990189,False,0,-0.02023809523809524,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.044337073674416194,-0.15788254141807556,False,1,0.011473429951690822,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.03848244740338983,-0.10052735358476639,False,0,-0.005499760879961741,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.048085507700961816,-0.11061614006757736,False,0,-0.022910731244064578,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.08494217381779852,-0.12601613998413086,False,0,-0.005777563793933558,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07152272437884842,-0.10175390541553497,False,0,-0.008429672447013488,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05024447048271558,-0.09439302235841751,False,0,-0.006032818532818533,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05535222580757815,-0.10667538642883301,False,0,-0.006632899179932465,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.11718130532595684,-0.11829017102718353,False,0,-0.02794883941260066,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.058040453894305205,-0.09379516541957855,False,0,-0.007232401157184185,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.08340564252994623,-0.18907974660396576,False,0,-0.009027443428021184,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05167792693974035,-0.06585075706243515,False,0,-0.006147540983606557,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.07749440484202437,-0.20193548500537872,False,0,-0.009027443428021184,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.052938508657009,-0.064872145652771,False,0,-0.006746987951807229,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.05492878732721376,-0.05948669835925102,False,0,-0.0073458574181117535,formula,model_real_full_volume_candidate
Case1002,fold0_outer44,scar,ADD_FN,0.06655530885651081,-0.27011510729789734,False,0,-0.005547515677761698,formula,model_real_full_volume_candidate
