case_id,population,pathology,candidate_type,utility_score,utility_regression,accepted_at_runtime_threshold,accept_target,utility_target,target_reason,source
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.12333808954554382,-0.9433095455169678,False,1,0.017447129909365557,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.1258556797708708,-0.9426905512809753,False,1,0.018213422007255137,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.1363640089975474,-0.9366514086723328,False,1,0.01738736014514666,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.14070274838575927,-0.9374485015869141,False,1,0.01700423216444982,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.10468116030742873,-0.9479419589042664,False,1,0.061074429771908766,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.12541484117836965,-0.9489606022834778,False,1,0.015336959806588094,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.17277323165466976,-0.9149070382118225,False,1,0.003462812405901837,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.19397800799193185,-0.8947857022285461,False,1,0.0018808305747818237,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.20530612359272124,-0.8761133551597595,False,1,0.0018808305747818237,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.08220147842055574,-0.9726667404174805,False,1,0.015252189670794322,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.15414949497571193,-0.879203736782074,False,1,0.028264812575574366,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.09880780363399048,-0.9325668215751648,False,1,0.1075402635431918,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.0964715792528302,-0.9219138622283936,False,1,0.035776997366110626,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.10645527484995454,-0.9293322563171387,False,1,0.02574750830564784,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.08731481161375278,-0.940284788608551,False,1,0.029978909310033143,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.04144700088730634,-0.955700159072876,False,1,0.03762589928057554,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05968102571090981,-0.956407368183136,False,1,0.0378220491312163,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.08106250448064753,-0.9611712098121643,False,1,0.01061427280939476,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.03761138837354277,-0.9661164879798889,False,1,0.008340780458742925,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.07163685138334801,-0.9674443602561951,False,1,0.017522658610271902,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05841867491294616,-0.9575406312942505,False,1,0.0018740629685157421,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.04518128812131893,-0.9613881707191467,False,1,0.003835740072202166,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05622194743134391,-0.9610053300857544,False,1,0.0008968609865470852,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05635449676322455,-0.9682482481002808,False,1,0.006671664167916042,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05505245002127603,-0.9740563631057739,False,1,0.022027761013880508,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.06133691269035053,-0.9760445952415466,False,1,0.030799278846153848,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.04466162994020624,-0.9852665662765503,False,1,0.005645889792231256,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.0395403908893076,-0.9602165818214417,False,1,0.007582582582582583,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.04962524001937621,-0.9769125580787659,False,1,0.019479542719614922,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05971501961907999,-0.9758465886116028,False,1,0.03195488721804511,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.04502186615910501,-0.9820346236228943,False,1,0.01546003016591252,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.07648002899079405,-0.9696772694587708,False,1,0.011983720229122702,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05811475753359781,-0.9634416699409485,False,1,0.010980746089049339,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05257931838045994,-0.9779772758483887,False,1,0.012101623571858088,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.07262735998214337,-0.9758188724517822,False,1,0.022946859903381644,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.059948836096011135,-0.9523743391036987,False,1,0.026627218934911243,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.07890160654300776,-0.9638915657997131,False,1,0.0036842105263157894,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.10634168388693671,-0.9526737928390503,False,1,0.006321493076459964,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.0755840743568903,-0.9679334759712219,False,1,0.01453751129858391,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.09103180052223354,-0.9530259370803833,False,1,0.017506791427709025,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.1209592085950605,-0.9459958076477051,False,1,0.008503913305237809,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.057523982939997,-0.9797912836074829,False,1,0.019161134580567292,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.10053174664541964,-0.9473512172698975,False,1,0.0010526315789473684,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.04154837677445506,-0.9550501108169556,False,0,-0.022339214570290266,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.07235890916296399,-0.9638869762420654,False,1,0.024303452453058753,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.08265569998950538,-0.9594214558601379,False,1,0.023773470623864326,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.12718999770491274,-0.9305176734924316,False,1,0.020953101361573374,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.0771990495342746,-0.9688700437545776,False,1,0.039064856711915535,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.058423225788653076,-0.9734041094779968,False,1,0.018148820326678767,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05058095918135702,-0.9767780303955078,False,1,0.009351432880844645,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.05634526732040335,-0.9512552618980408,False,0,-0.00044656147662994937,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.059936019365613456,-0.9695636630058289,False,0,-0.0017225883762732176,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.03945087669277101,-0.9902774691581726,False,1,0.006646525679758308,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.042387218864630496,-0.9801921844482422,False,0,-0.004214729370008873,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.048404167331278954,-0.9865254759788513,False,1,0.003698671497584541,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.06481799019934206,-0.9803529381752014,False,1,0.006852409638554217,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.045729452015922406,-0.9830245971679688,False,1,0.00792572463768116,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.06014112567890401,-0.9762402176856995,False,1,0.012582384661473937,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.09665988001522687,-0.9226654171943665,False,1,0.012182203389830509,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,ADD_FN,0.17681841495015885,-0.8641011714935303,False,1,0.03271028037383177,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,edema_zone,REVISE_FP,0.06765931243999869,-0.9631463885307312,False,0,-0.04554945054945055,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.05691883138669903,0.12204403430223465,False,0,-0.0038204393505253103,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.04567156688835701,0.1002907082438469,False,0,-0.004789272030651341,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.05608648524124983,-0.07728198170661926,False,0,-0.12309322033898305,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.047616916038967005,-0.13842153549194336,False,1,0.019045323047251688,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.06840159092103956,-0.2928781807422638,False,1,0.0008857395925597874,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.04159897302747508,0.026947617530822754,False,0,-0.006262042389210019,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.05539359178423478,-0.1264316886663437,False,0,-0.021448999046711152,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.025511392903662278,-0.017342064529657364,False,0,-0.033095238095238094,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.06686099550995896,-0.22058507800102234,False,0,-0.022423664122137404,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.03047339160426416,0.02214593067765236,False,0,-0.0377134724857685,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.02628815669530183,-0.007294860668480396,False,0,-0.05,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.0775379472133856,-0.232588991522789,False,0,-0.008877159309021113,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.09336265901874391,-0.26458027958869934,False,0,-0.004571703561116458,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.05682500455042658,-0.3019081950187683,False,1,0.013631937682570594,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.054709760948653506,-0.37349650263786316,False,1,0.013094083414161009,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.06114460695958855,-0.29319795966148376,False,1,0.018968871595330738,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.03448370883870684,-0.05288289114832878,False,0,-0.02281460134486071,formula,model_real_full_volume_candidate
Case2003,fold0_train_side_complete_inner12,scar,ADD_FN,0.06413444439325998,-0.11790861934423447,False,0,-0.10237455197132617,formula,model_real_full_volume_candidate
